4NR5	TNR1	soil2	TNR3	4NRh5	TNRh2	TGRh4	WGRh3	WNR4	4NRh3	TNR4	4GRh4	WGRh4	WNR5	soil3	TGRh2	4NRh2	TNRh3	TNR2	4NR4	TGRh5	TNRh5	WNR1	TNRh6	WNR2	4NR6	WGRh5	WGR3	4NRh1	WNR6	4GRh1	soil1	WGRh6	4NR3	4NRh4	TGR2	soil5	WNRh5	WNRh2	WGR5	soil6	WNRh4	WNR3	WGRh2	TNR5	4NRh6	4GRh3	WGR4	TGRh6	WNRh3	TNR6	soil4	TNRh1	TGR6	TGRh1	WGR6	TGR5	WNRh6	TGRh3	WGRh1	TNRh4	WGR2	4GR5	WNRh1	TGR1	4GRh2	4GR4	WGR1	TGR4	4GR3	4GRh6	4NR2	4GRh5	TGR3	4NR1	4GR6	4GR1	4GR2
OTU_897	0	0	1	0	5	0	1	10	3	12	0	2	1	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	4	0	14	0	0	3	1	0	1	4	0	6	0	2	1	0	0	0	0	3	2	0	2	6	0	1	2	5	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
OTU_1020	0	0	86	0	34	0	41	18	0	24	0	5	15	0	48	17	22	18	1	0	0	16	0	10	1	0	11	0	12	0	0	102	3	0	24	0	69	10	2	0	69	12	1	11	0	28	6	0	0	6	0	97	1	0	14	0	0	2	14	6	1	0	0	6	0	1	0	0	0	0	6	0	7	0	0	0	0	0
OTU_1785	0	0	1	0	15	0	1	4	0	7	0	0	10	2	0	0	5	1	0	0	0	3	3	0	0	0	1	0	18	0	2	2	7	1	14	0	1	1	0	1	0	1	1	6	0	0	0	0	0	0	0	0	9	0	1	1	0	0	4	9	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0
OTU_414	86	0	13	0	77	0	10	40	32	27	0	6	43	52	10	3	16	6	1	12	0	11	4	5	0	19	20	20	34	28	2	12	53	4	31	0	5	16	3	3	17	6	26	29	0	31	10	0	0	12	0	6	5	0	7	11	0	14	36	94	1	4	0	16	0	4	0	52	0	0	12	0	14	0	1	0	0	2
OTU_2538	0	0	2	0	2	0	2	0	0	2	0	2	0	0	7	2	3	1	0	0	0	7	0	0	0	0	3	0	3	0	0	6	0	0	5	0	2	1	2	0	1	0	0	3	0	2	0	0	0	1	0	5	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1365	0	0	13	0	8	0	4	3	0	9	0	0	7	0	17	2	2	3	0	0	0	7	0	1	0	1	4	0	6	0	0	84	3	0	10	0	5	1	1	0	9	1	0	4	0	18	1	0	0	2	0	9	7	0	2	0	0	2	3	6	3	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0
OTU_711	0	0	52	0	13	0	29	15	1	20	0	8	18	0	53	2	10	3	0	0	0	6	1	1	0	0	3	0	9	0	0	67	10	0	15	0	67	10	3	0	65	6	1	13	0	8	3	1	0	11	0	78	0	0	4	0	0	3	6	5	0	4	0	7	0	1	0	0	0	0	7	0	0	0	0	0	0	0
OTU_467	0	0	69	0	35	0	25	13	1	24	0	5	26	0	50	27	18	14	0	0	0	50	0	15	0	0	13	0	5	0	0	45	13	0	11	0	47	12	3	0	52	3	0	10	0	22	1	0	0	11	0	49	5	0	26	0	0	2	46	7	1	0	0	6	0	0	1	0	0	0	2	0	1	0	0	0	0	0
OTU_1032	4	0	17	0	33	0	25	12	31	37	1	2	10	9	6	1	20	7	0	2	0	37	21	15	0	8	11	0	23	29	0	20	2	3	22	0	8	6	8	6	9	7	35	13	0	36	3	2	0	9	0	33	0	0	1	2	0	5	7	9	6	1	0	9	0	2	0	1	0	0	8	2	5	0	1	0	0	0
OTU_532	0	0	16	0	14	0	10	17	12	27	2	2	9	26	6	0	15	5	0	1	0	7	17	0	0	8	8	5	14	55	0	20	5	1	27	0	12	12	3	24	2	14	25	14	0	29	3	5	0	10	0	12	4	0	9	7	0	7	15	12	10	7	0	6	0	0	1	7	0	2	4	3	3	0	0	2	0	0
OTU_1315	0	0	9	0	4	0	5	1	0	5	0	2	8	0	5	6	4	1	0	0	0	1	0	0	0	0	2	0	2	0	0	10	0	0	0	0	5	1	0	0	9	2	0	0	0	2	1	0	0	3	0	12	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_587	0	0	6	0	13	0	6	4	1	13	0	1	4	1	7	2	11	9	0	0	0	15	0	5	0	0	2	0	6	0	1	18	6	0	13	0	18	6	0	0	12	2	0	4	0	5	1	0	3	3	0	21	6	0	5	0	0	0	7	4	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0
OTU_630	0	0	25	0	11	0	7	5	0	14	0	2	1	0	25	22	9	16	0	0	0	17	0	3	0	0	2	0	1	0	0	35	8	0	5	0	14	1	1	0	34	3	0	8	0	11	1	0	0	0	0	29	4	0	12	0	0	2	5	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_526	0	0	35	0	32	0	9	11	0	18	4	6	12	0	48	23	15	13	0	0	0	34	0	8	0	0	5	0	2	0	0	39	3	0	6	0	20	4	7	0	34	5	0	7	0	5	1	0	13	13	0	49	0	0	15	0	0	2	14	4	4	0	0	8	0	0	0	0	0	0	6	0	4	0	0	0	0	0
OTU_379	0	0	12	0	55	0	26	19	1	111	0	6	27	8	11	6	54	17	0	0	0	3	17	1	0	0	37	0	74	22	0	15	20	1	59	0	8	7	5	2	9	10	6	20	0	29	0	0	0	10	0	16	6	0	5	4	0	6	19	14	6	0	0	14	0	2	0	2	0	0	6	0	6	0	0	0	1	0
OTU_684	0	0	16	0	5	0	7	4	0	7	0	3	7	0	23	5	10	1	0	0	0	19	0	11	0	0	2	0	0	0	0	34	3	0	1	0	7	6	2	0	29	3	0	3	0	0	2	0	0	4	0	17	0	0	6	0	0	0	7	2	2	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0
OTU_1515	0	0	48	0	25	0	34	20	2	37	12	9	16	4	21	13	34	12	1	1	0	36	3	10	0	3	10	2	68	1	2	43	18	0	45	0	24	11	5	3	22	5	5	24	0	30	4	2	1	12	0	28	12	0	14	14	0	3	23	36	6	0	0	13	0	0	1	4	0	0	8	0	7	0	0	0	1	0
OTU_839	21	0	0	0	6	0	2	0	0	1	0	0	0	38	0	0	5	0	0	13	0	0	0	0	0	0	0	2	2	1	0	0	3	0	11	0	1	0	0	11	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_577	0	0	27	0	23	0	16	17	4	33	0	0	12	0	28	18	24	33	0	2	0	13	0	13	0	0	9	0	22	0	0	45	19	0	16	0	44	10	7	0	26	1	3	6	0	19	4	0	0	16	0	33	7	0	14	0	0	7	15	3	6	0	0	11	0	0	0	0	0	0	7	0	5	0	0	0	0	0
OTU_626	0	0	19	0	27	0	25	8	0	34	4	2	10	0	15	13	30	13	0	0	0	20	0	7	0	1	9	0	21	0	0	17	15	0	37	0	18	8	1	1	11	1	3	8	0	14	1	0	0	8	0	18	17	0	5	1	0	4	16	4	2	0	1	6	0	0	0	0	0	0	8	0	5	0	0	0	0	0
OTU_712	0	0	14	0	12	0	7	5	0	19	0	0	3	1	7	9	9	5	0	0	0	8	0	0	0	0	2	0	13	0	1	26	3	0	4	0	9	0	2	0	14	1	0	4	0	11	1	0	0	0	0	13	0	0	4	0	0	1	9	4	5	0	0	3	0	1	0	0	0	0	4	0	1	0	0	0	0	0
OTU_1603	0	0	81	0	27	0	24	10	1	25	0	2	14	1	73	9	21	13	1	0	0	32	2	5	0	0	4	0	17	3	0	94	13	0	13	0	56	10	4	0	52	3	5	9	0	30	1	0	0	5	0	76	12	0	4	2	0	4	19	4	5	1	0	7	0	0	1	0	0	0	4	0	3	0	0	0	1	0
OTU_4180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1476	0	0	0	0	0	0	15	1	23	0	8	0	0	0	0	1	0	9	6	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	6	0	0	1	0	0	0	0	0	2	0	0	1	0	0	9	3	7	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_1156	0	0	1	0	0	0	0	4	2	11	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	3	1	11	1	5	1	0	0	5	0	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1153	2	0	28	0	11	0	14	8	0	16	0	1	8	0	17	4	23	7	0	0	0	14	0	0	0	0	8	1	11	0	0	39	10	0	17	0	43	5	2	0	39	7	0	8	0	16	0	0	0	4	0	19	0	0	5	0	0	3	14	3	7	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_914	0	0	1	0	13	0	12	1	4	31	0	0	7	16	1	0	8	0	0	0	0	15	9	9	0	0	3	1	3	5	0	5	0	0	3	0	3	2	1	3	2	1	19	0	0	8	2	0	0	5	0	2	0	0	3	1	0	2	6	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1023	0	0	49	0	12	0	4	6	0	12	0	2	9	0	34	3	5	4	0	0	0	16	0	0	0	0	2	0	2	0	0	43	4	0	4	0	21	3	2	0	31	1	0	3	0	8	2	0	0	2	0	28	0	0	7	0	0	1	13	4	0	0	0	3	0	0	0	0	0	0	3	0	2	0	0	0	0	0
OTU_394	0	0	34	0	17	1	13	3	0	19	1	3	15	0	23	10	14	10	0	0	0	14	0	0	0	0	7	0	18	1	0	42	5	0	16	0	28	1	0	0	34	5	1	2	0	17	1	0	0	5	0	26	4	0	7	0	0	1	7	9	8	1	0	6	0	1	0	1	0	0	1	0	2	0	0	0	0	0
OTU_430	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	426	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1512	0	0	83	0	67	6	88	7	0	56	0	4	16	0	72	27	30	28	5	0	0	74	0	9	0	0	8	0	36	3	0	85	11	0	33	0	56	5	2	1	65	8	0	11	0	78	4	0	10	7	0	69	10	0	11	0	0	2	64	10	2	0	0	16	0	1	0	0	0	0	5	0	6	0	0	0	0	0
OTU_1132	0	0	3	0	7	0	4	8	0	12	0	0	7	0	7	1	8	0	0	0	0	3	0	0	0	0	9	0	10	0	0	2	6	0	3	0	6	2	1	1	10	0	0	4	0	5	0	0	0	0	0	3	1	0	1	1	0	0	7	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_728	4	0	2	0	4	0	2	3	18	6	0	1	0	46	0	0	4	1	0	4	0	2	15	0	0	6	1	4	1	21	0	0	0	1	2	0	1	1	0	5	0	3	41	0	0	0	0	0	0	2	0	1	0	0	0	3	0	2	3	1	1	3	0	0	0	0	0	1	0	0	1	4	1	0	0	0	0	0
OTU_505	2	1	11	0	36	1	21	8	4	48	11	0	4	12	12	1	32	3	2	1	0	62	5	4	0	4	4	6	28	14	0	17	5	1	13	0	12	8	2	1	12	1	6	11	0	28	1	2	64	8	0	13	5	0	2	4	1	6	54	6	4	0	0	6	0	1	0	2	0	9	11	0	5	0	0	1	0	0
OTU_1890	29	0	9	1	100	5	58	34	42	104	26	13	82	34	10	18	48	24	18	7	0	25	21	4	0	9	24	21	36	34	5	15	52	1	55	0	11	16	13	27	13	21	44	38	0	47	5	10	11	17	0	9	5	0	8	43	1	10	45	44	20	8	8	16	0	10	2	33	0	5	18	1	22	5	4	3	1	2
OTU_874	0	0	8	0	14	0	6	6	0	17	0	0	11	0	20	6	17	4	0	0	0	4	0	0	0	0	2	0	13	0	1	44	8	0	9	0	17	5	4	0	11	0	1	6	0	6	2	0	0	2	0	24	4	0	2	0	0	4	5	2	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2547	0	0	13	0	4	0	10	1	0	12	0	1	2	0	22	12	7	4	0	0	0	10	0	6	0	0	2	0	2	0	0	19	1	0	0	0	8	2	0	0	18	0	0	2	0	3	0	0	0	6	0	17	0	0	9	0	0	1	7	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_973	0	0	16	0	10	0	9	3	0	5	0	0	1	0	9	6	1	3	0	0	0	11	0	3	0	0	1	0	3	0	0	26	4	0	3	0	7	0	0	0	14	3	0	7	0	13	0	0	0	2	0	14	3	0	5	0	0	1	1	3	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_2848	0	0	11	0	1	0	7	0	0	3	0	1	1	0	10	2	1	4	0	0	0	3	0	0	1	0	3	0	0	0	0	15	0	0	0	0	3	0	1	0	15	0	0	1	0	4	2	0	0	2	0	8	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1432	0	0	11	0	4	0	0	0	0	2	0	0	1	0	9	2	5	3	0	0	0	0	0	0	0	0	0	0	1	0	0	10	3	0	2	0	21	1	1	0	2	1	2	1	0	7	0	0	0	2	0	8	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_486	0	0	73	0	22	0	11	8	0	17	0	7	16	0	63	3	17	4	0	0	0	20	1	0	0	0	9	0	9	0	0	89	5	0	27	0	49	2	4	0	76	5	0	13	0	19	0	0	0	4	0	74	0	0	6	0	0	1	24	3	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_564	0	0	14	0	13	0	24	6	3	11	0	5	6	0	10	0	7	4	0	3	0	0	0	0	0	0	4	0	16	0	0	13	9	0	11	0	21	1	2	1	29	3	7	1	0	9	0	0	0	3	0	6	0	0	4	4	0	0	10	6	0	0	0	1	0	1	0	0	0	0	6	0	2	0	0	0	0	0
OTU_1691	0	0	6	0	3	0	23	1	0	1	0	0	0	0	10	1	3	1	0	0	0	4	0	0	0	0	1	0	1	0	0	6	1	0	2	0	2	0	0	0	4	0	0	1	0	2	1	0	0	0	0	9	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_825	0	0	28	0	1	0	1	4	0	1	0	0	3	0	42	0	3	0	0	1	0	2	0	3	0	0	3	0	0	1	0	50	0	0	6	0	18	0	0	0	11	0	0	3	0	0	1	0	0	0	0	1	3	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_922	0	0	8	0	16	7	7	13	0	20	5	2	3	1	12	5	10	5	0	0	2	18	0	6	0	0	5	0	12	2	0	14	4	0	7	0	12	3	1	0	12	0	0	3	0	9	0	0	0	2	0	12	2	0	1	0	0	0	10	7	2	0	0	5	0	0	0	1	0	0	1	0	1	0	0	0	0	0
OTU_538	11	0	4	0	17	0	29	26	35	32	9	6	20	58	6	7	12	3	3	10	0	13	32	8	0	11	14	14	20	48	0	12	25	5	19	0	7	9	11	29	10	10	48	16	0	13	1	15	0	10	0	4	1	0	4	19	0	3	4	25	1	17	5	8	0	0	0	17	0	0	3	0	1	0	1	1	2	1
OTU_1166	0	0	2	0	10	0	5	4	0	20	2	0	7	2	2	1	7	2	4	0	0	8	0	1	0	0	6	0	23	0	1	12	1	0	13	0	8	2	3	2	3	2	8	11	0	5	2	1	0	4	0	6	11	0	2	2	0	2	18	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_762	0	0	17	0	11	0	6	5	0	33	2	1	7	0	10	2	10	4	0	1	0	23	0	7	0	0	4	1	6	1	0	7	0	0	10	0	5	0	0	0	8	0	1	5	0	8	0	0	0	0	0	7	3	0	4	0	0	3	22	1	22	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0
OTU_1247	22	0	1	0	4	0	7	1	0	0	0	0	0	0	0	0	5	0	4	0	0	3	0	0	0	0	1	0	5	0	0	1	2	0	4	0	0	0	0	1	0	1	0	3	0	0	1	1	19	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_840	0	0	90	0	13	0	10	7	0	13	0	1	4	0	42	9	4	9	0	1	0	9	0	6	0	0	4	0	1	0	0	51	5	0	4	0	29	1	4	0	24	3	0	1	0	3	0	0	0	9	0	41	0	0	5	0	0	1	3	0	0	1	0	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0
OTU_478	0	0	62	0	6	0	0	6	0	3	0	1	4	0	32	0	3	0	0	0	0	9	0	0	0	0	3	0	0	0	0	34	2	0	0	0	41	0	0	4	13	0	5	5	0	2	1	0	0	0	0	47	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1141	0	0	21	0	11	0	5	3	0	6	0	1	1	0	21	2	6	2	0	0	0	10	0	0	0	0	2	0	0	0	0	21	1	0	0	0	2	0	2	0	20	1	0	2	0	0	1	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_681	0	0	8	0	16	0	2	2	0	10	0	1	14	0	16	13	7	3	5	0	0	11	0	5	0	0	2	0	7	0	0	21	3	0	4	0	12	3	0	1	11	4	0	0	0	7	0	0	0	4	0	21	2	0	9	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_805	0	0	1	0	13	0	1	2	0	7	0	1	0	1	0	0	20	6	0	0	0	5	0	2	0	0	0	0	7	0	0	0	7	0	23	0	0	0	0	0	1	0	2	6	0	2	0	0	0	1	0	0	4	0	3	0	0	2	7	0	2	0	0	1	0	1	0	0	0	0	3	0	11	0	0	0	0	0
OTU_913	0	48	51	0	1	0	0	4	0	2	0	2	12	0	29	8	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	46	4	0	1	0	25	5	3	0	36	2	0	4	0	7	1	0	0	13	0	36	0	0	0	0	0	1	0	2	0	0	1	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2211	0	0	20	0	16	0	21	9	0	31	0	3	15	0	23	9	12	12	3	0	0	24	0	0	0	0	5	0	5	0	0	42	8	0	12	0	19	6	5	1	17	4	0	13	0	11	0	0	0	6	0	23	2	0	11	0	0	0	12	1	1	0	0	8	0	0	1	0	0	0	5	0	2	0	0	0	0	0
OTU_174	0	0	198	0	56	0	28	68	0	77	0	17	64	0	174	17	37	52	0	0	0	45	0	17	0	0	18	0	75	2	1	272	28	0	37	0	225	19	11	0	152	11	0	33	0	39	4	0	0	19	0	210	15	0	12	0	0	6	27	27	0	1	0	21	0	3	0	0	0	0	14	0	11	0	0	0	0	0
OTU_1098	0	0	8	0	2	0	3	1	0	2	0	2	2	0	6	2	3	3	0	0	0	5	0	0	0	0	1	0	1	0	0	10	2	0	3	0	9	1	1	0	6	1	0	0	0	3	0	0	11	0	0	4	0	0	2	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_612	0	0	0	0	17	0	2	10	5	0	44	1	43	0	0	0	17	16	0	0	0	2	2	3	0	0	0	0	23	12	0	0	3	0	6	0	0	1	3	0	0	2	0	26	0	1	0	0	0	3	0	0	1	0	0	0	0	0	4	2	1	1	0	5	0	2	0	1	0	0	0	0	12	0	0	0	0	0
OTU_4144	0	0	0	0	38	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2683	0	0	0	0	4	0	4	2	0	0	0	0	2	0	0	0	3	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2972	0	0	0	0	3	0	17	2	8	5	0	0	1	7	0	2	5	3	0	0	0	5	3	0	0	3	2	0	4	5	0	4	3	0	4	0	0	0	2	5	0	2	8	2	0	2	1	1	0	2	0	2	2	0	1	4	0	0	6	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_3964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2458	0	0	2	0	2	0	0	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_686	1	0	0	0	2	0	0	3	0	6	0	0	5	0	0	0	5	0	0	0	0	0	0	4	0	0	1	0	0	3	1	0	4	0	198	0	0	3	0	0	0	0	1	5	0	3	0	0	0	1	0	2	3	0	1	0	0	0	12	1	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
OTU_450	0	0	28	0	10	31	9	10	0	16	0	1	3	2	30	2	6	5	0	1	0	9	2	0	0	0	1	1	3	3	0	26	7	1	4	0	10	1	4	1	22	5	1	7	0	7	1	0	0	9	0	22	7	0	3	0	0	1	9	0	10	1	0	2	0	0	0	0	0	0	4	1	3	0	0	0	0	0
OTU_693	0	0	4	0	5	0	7	0	6	3	0	2	2	2	8	0	5	0	0	0	0	8	3	1	0	0	2	0	2	2	0	14	4	0	5	0	1	0	2	3	3	5	7	4	0	4	1	3	0	0	0	9	0	0	1	0	0	3	9	2	5	2	0	3	0	2	0	0	0	0	1	0	3	0	1	0	0	0
OTU_3070	2	0	12	0	9	0	1	1	1	7	0	1	1	1	4	0	4	2	0	0	0	2	1	0	0	0	1	0	1	2	0	1	4	1	0	0	12	3	2	0	9	0	2	1	0	9	0	0	0	2	0	13	0	0	0	2	0	2	5	1	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0
OTU_909	0	0	6	0	17	0	22	4	0	23	0	4	7	0	5	6	9	5	0	0	0	7	0	18	0	0	1	0	3	0	0	4	10	0	8	0	4	2	0	0	4	1	0	6	0	11	3	0	0	8	0	5	2	0	1	0	0	0	19	4	23	0	0	7	0	0	0	0	0	0	6	0	6	0	0	0	0	0
OTU_254	0	1	5	0	25	131	78	8	8	13	82	0	12	1	2	15	24	285	92	0	0	1	5	3	0	0	3	1	19	16	1	6	6	0	26	0	2	1	3	2	5	7	7	14	0	7	0	0	23	6	0	9	32	0	10	2	1	5	33	1	18	1	0	7	0	1	0	1	2	0	2	0	6	0	0	0	0	0
OTU_501	0	0	61	0	46	41	53	11	0	48	0	3	16	0	40	18	20	21	0	0	0	49	0	10	0	0	9	0	38	1	0	68	19	0	32	0	61	11	4	0	86	2	0	16	0	35	2	1	0	8	0	75	21	0	21	0	0	6	34	2	7	0	0	5	0	0	0	0	0	0	7	0	1	0	0	0	0	0
OTU_582	4	0	7	0	35	0	47	3	0	39	0	2	15	12	7	5	20	7	0	0	0	29	4	5	0	3	7	0	29	6	0	9	22	1	30	0	22	10	5	0	16	5	13	11	0	14	3	0	76	8	0	8	9	0	7	2	0	6	83	27	9	0	0	13	0	0	1	4	0	0	11	0	9	0	0	1	0	0
OTU_1064	0	0	11	0	6	0	0	4	0	4	0	1	4	0	8	0	6	0	0	0	0	5	0	0	0	0	5	0	10	0	0	8	12	0	13	0	24	0	2	0	5	1	0	5	0	4	0	0	0	4	0	11	0	0	0	0	0	1	1	8	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_1118	0	0	23	0	17	0	23	6	3	20	0	1	8	0	16	6	14	21	0	0	0	16	1	3	0	1	1	0	7	0	0	22	2	0	13	0	17	0	2	0	27	2	0	6	0	16	0	0	0	2	0	35	5	0	12	1	0	3	9	3	3	0	0	3	0	0	0	0	0	0	3	0	1	0	0	0	0	0
OTU_296	2	13	60	0	46	12	92	13	0	84	1	3	6	1	47	16	24	20	0	0	0	57	0	20	0	0	6	0	24	1	0	75	9	0	27	0	52	17	5	1	79	5	0	9	0	49	5	0	0	13	0	66	9	0	21	0	0	7	34	12	16	0	0	18	0	1	0	0	0	0	10	0	7	0	0	0	0	0
OTU_625	0	0	28	0	8	3	11	6	0	11	0	3	5	0	33	12	5	8	0	0	0	10	0	0	0	0	2	0	6	0	0	33	9	0	5	0	26	1	2	0	39	1	0	7	0	7	0	0	0	11	0	41	2	0	2	0	0	0	5	2	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0
OTU_1002	0	0	5	0	2	0	1	7	0	5	0	1	0	0	4	0	1	0	0	0	0	2	0	0	0	4	0	1	0	3	0	11	1	0	0	0	6	1	2	0	1	0	1	1	0	2	1	0	0	1	0	4	0	0	0	2	0	2	1	1	0	0	7	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_946	1	0	12	0	7	0	2	0	1	5	6	0	0	0	10	1	5	3	0	1	0	8	2	2	0	1	1	0	3	0	0	15	1	0	2	0	2	0	0	0	21	1	4	0	0	3	1	0	0	2	0	10	1	0	1	0	0	0	10	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_894	0	0	6	0	4	0	6	0	0	8	0	2	2	0	4	5	1	1	0	0	0	8	0	1	0	0	1	0	0	0	0	5	1	0	0	0	3	0	0	0	4	1	0	1	0	1	0	0	26	3	0	9	0	0	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1170	0	0	1	0	4	0	2	0	3	5	0	0	1	2	8	0	5	0	0	0	0	0	1	0	0	0	3	1	3	5	0	8	0	1	2	0	5	1	1	2	2	0	6	0	0	1	0	2	0	0	0	4	2	0	0	3	0	1	3	3	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0
OTU_3461	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	38	0	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
OTU_674	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2413	0	0	0	0	2	0	1	0	0	2	0	0	1	0	3	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	5	1	0	0	0	2	1	0	0	0	0	0	1	0	3	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
