4GRh3	WGR6	4GR4	WGR2	WGRh3	WNR5	4NRh3	4GR1	TNR4	soil6	WGRh4	WNRh6	WNR1	WNR4	4NR1	4GR3	WGR4	soil5	WGRh1	4NR3	WNRh3	WNRh1	4NR6	WNRh2	4GR6	4GRh1	WNR3	WNRh4	4NRh6	soil2	TNR2	4NRh4	4GR2	4GRh6	4GRh2	WGR5	TNRh5	TGRh3	WNRh5	TNRh3	4NRh2	WGRh2	4NR2	WGR3	4NR5	soil3	WGRh5	WNR6	soil1	WGR1	4NRh1	soil4	4NR4	TGR5	WGRh6	TGRh4	4GR5	4GRh4	TGRh1	4GRh5	4NRh5	TGR3	TNR3	TGR4	TNRh4	TGRh2	TNRh1	TNR1	TNRh2	TGR2	TNRh6	TNR5	TGR6	TGRh5	TGRh6	TGR1	TNR6	WNR2
OTU_1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
OTU_469	6	0	0	0	7	0	4	0	0	44	9	2	0	0	0	0	0	43	2	0	10	8	0	8	0	5	0	6	15	28	0	4	0	3	0	0	6	4	10	0	2	7	0	0	0	50	6	0	51	2	0	42	0	0	2	0	0	5	3	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1170	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1513	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_844	8	0	0	0	2	0	4	1	0	10	8	6	1	0	0	1	0	6	5	0	4	5	0	4	1	10	1	1	0	1	0	3	1	10	1	1	3	0	3	0	8	8	0	0	0	14	6	1	4	0	3	11	0	0	2	1	0	7	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_868	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	9	0	1	0	0	0	0	0	11	0	15	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2727	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1326	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2283	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1000	0	0	0	3	0	1	0	0	0	0	0	0	16	0	0	0	6	0	0	0	0	6	69	16	0	0	1	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_743	2	0	0	0	11	0	6	0	0	1	5	2	0	0	0	0	0	15	3	0	3	0	0	1	0	2	0	2	2	6	0	1	0	3	0	0	0	0	1	0	1	11	0	0	0	4	8	0	3	2	0	3	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_630	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1849	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1885	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	4	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_782	0	0	0	0	0	0	0	0	0	14	0	9	0	0	0	0	0	0	6	0	0	5	0	57	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2651	0	0	0	0	4	0	0	0	0	347	11	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	1	3	0	2	0	1	0	0	2	2	1	0	10	1	0	4	0	0	40	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1408	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1684	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1347	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	2	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_903	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	4	0	1	7	0	0	0	5	0	0	10	0	0	11	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_726	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_762	0	0	0	0	0	0	6	0	30	0	2	1	6	9	9	0	9	2	16	1	0	25	0	1	0	0	3	0	0	0	0	0	0	0	7	3	0	6	1	0	0	0	0	0	16	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_513	0	0	0	0	5	1	0	0	0	36	4	2	0	0	0	0	0	37	1	0	4	3	0	4	0	0	0	6	4	29	0	0	0	0	1	0	2	0	2	0	1	4	0	0	0	26	4	0	40	2	0	26	0	0	3	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_951	0	0	5	3	6	9	0	0	0	0	0	6	2	19	0	0	0	0	0	0	0	6	0	0	0	0	49	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	1	0	0	0	0	0	2	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_610	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1033	0	0	0	0	0	0	0	0	0	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1880	0	3	10	2	0	2	3	0	4	0	10	0	3	1	2	1	7	0	2	9	1	4	10	0	11	1	11	3	2	0	6	2	7	2	0	8	2	0	1	0	0	1	0	1	4	0	0	10	0	5	0	4	44	0	0	2	4	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_771	0	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	5	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	0	0	51	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2257	0	0	0	0	1	0	7	0	0	0	0	0	8	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_582	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	40	2	0	0	0	24	5	0	0	0	7	0	0	0	0	0	0	0	18	0	6	0	4	19	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2749	1	0	0	0	3	1	10	0	0	0	1	7	4	6	1	0	0	0	2	0	4	2	0	13	1	0	1	5	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	3	2	0	2	0	0	9	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_689	4	0	0	0	1	0	1	0	0	0	34	17	0	0	0	0	0	0	11	0	10	7	0	1	0	3	1	6	0	0	0	0	0	31	1	0	7	16	18	0	1	3	0	0	0	33	11	0	0	0	5	73	0	0	1	17	0	0	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1338	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_980	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1040	0	0	0	0	2	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	3	0	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	7	0	74	0	4	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_803	3	0	0	0	5	0	1	0	0	0	12	0	0	0	0	0	0	0	1	0	1	7	0	2	0	3	0	1	4	0	0	0	0	3	4	0	0	0	2	0	5	4	0	0	0	1	10	0	0	0	0	1	0	0	9	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1623	1	0	3	0	1	2	0	1	0	0	1	1	5	1	2	6	6	0	0	3	0	0	2	2	3	0	5	2	1	0	0	0	0	0	0	2	1	1	0	0	0	0	1	1	2	0	0	2	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_850	0	0	0	0	8	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	4	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1261	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_998	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1138	0	72	0	0	1	0	0	60	0	1	1	0	10	22	7	3	5	0	0	0	0	3	0	0	18	5	5	3	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_829	3	0	0	1	2	0	3	2	0	5	3	3	1	0	0	1	6	4	0	0	3	5	0	4	0	2	0	5	1	0	0	1	0	2	3	0	1	5	2	0	2	1	0	1	0	4	4	1	12	1	1	13	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2282	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_745	0	33	0	0	0	2	0	0	0	0	0	0	6	12	0	0	0	0	0	0	1	1	6	6	8	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	5	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1394	0	0	0	1	3	0	0	0	0	0	1	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2548	0	2	0	0	2	20	0	0	0	0	9	0	2	9	0	4	13	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	10	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1370	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	6	2	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1103	1	0	0	4	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_815	0	0	0	0	1	0	0	0	0	3	0	5	0	0	0	0	0	5	7	0	1	2	0	7	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	1	0	9	1	0	31	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2495	0	0	0	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_668	6	0	0	0	0	0	0	0	0	6	3	4	1	0	0	1	0	6	4	0	21	1	0	0	0	4	0	2	6	6	0	0	0	10	0	0	4	0	1	0	0	3	0	0	0	1	4	0	18	0	1	14	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_890	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2239	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_736	4	0	0	0	7	0	0	0	0	0	6	11	0	0	0	0	0	13	1	0	2	1	0	0	0	3	0	5	3	0	0	12	0	0	0	0	0	2	3	0	4	1	0	0	0	1	3	0	0	0	3	0	0	0	6	0	0	0	0	3	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_1124	1	0	0	0	2	0	0	0	0	9	3	2	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
OTU_1823	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_624	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	129	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_781	0	0	0	1	1	0	9	0	0	6	6	3	0	0	0	0	0	6	3	0	2	8	0	7	0	3	0	1	3	2	0	0	0	10	0	1	0	2	0	0	1	3	0	0	0	6	5	0	8	0	2	8	0	0	1	21	2	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_551	0	0	0	0	6	0	2	0	0	2	17	0	0	0	0	0	0	56	2	0	8	4	0	0	0	0	0	5	1	26	0	5	0	3	3	0	0	0	7	0	9	2	0	0	0	9	2	0	40	1	2	28	0	0	4	6	0	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1095	0	0	0	0	1	0	4	0	0	1	1	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	8	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	5	0	0	11	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_2379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2686	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2223	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1485	0	0	0	0	4	0	0	0	0	5	12	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	3	8	8	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	8	7	0	12	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_580	1	0	0	0	3	0	6	0	0	18	6	2	0	0	0	0	0	26	0	0	8	4	0	5	0	0	0	1	11	30	0	0	0	3	3	0	0	1	4	0	2	4	0	0	0	38	7	0	44	1	1	34	0	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1291	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	1	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_839	8	0	0	0	2	0	4	0	0	21	5	5	0	0	0	0	0	8	1	0	1	1	0	3	0	1	0	0	2	6	0	5	0	12	0	0	0	0	2	1	5	1	0	0	0	11	2	0	6	0	0	13	0	0	1	15	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1558	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1222	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1217	1	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	2	2	0	4	2	0	4	0	1	0	0	2	0	0	0	0	2	0	0	0	4	0	3	0	5	0	0	0	1	3	0	2	1	1	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1364	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_557	1	0	0	0	3	0	1	0	0	43	8	1	0	0	0	0	0	18	2	0	4	2	0	0	0	0	0	7	2	12	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	24	1	0	20	4	0	20	0	0	2	2	0	8	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1225	0	0	0	1	7	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
